order_id,date_id,time_id,payment_method_id,customer_id,coffee_id,amount
76,2024-03-10,07:45:29,2,11,4,13750
77,2024-03-10,10:06:02,2,11,1,15714
78,2024-03-10,11:19:20,1,46,7,9428
79,2024-03-10,17:51:03,2,11,4,13750
80,2024-03-10,19:34:00,1,47,1,15204
81,2024-03-10,19:35:54,1,47,6,11353
82,2024-03-11,10:18:46,2,11,1,15714
83,2024-03-11,11:24:15,2,11,8,15714
84,2024-03-11,11:24:51,2,11,6,11786
85,2024-03-11,11:26:44,2,11,3,11786
86,2024-03-11,11:32:58,1,36,8,15204
87,2024-03-11,16:24:26,1,48,3,11353
88,2024-03-11,16:25:45,1,48,1,15204
89,2024-03-11,16:50:49,1,49,6,11353
90,2024-03-12,10:15:00,2,11,1,15714
91,2024-03-12,10:15:34,1,34,3,11353
92,2024-03-12,10:16:24,1,34,6,11353
93,2024-03-12,11:20:45,1,50,2,15204
94,2024-03-12,12:46:23,1,4,4,13279
95,2024-03-12,12:47:26,1,4,3,11353
96,2024-03-12,16:15:43,1,51,3,11353
97,2024-03-13,11:06:43,1,49,2,15204
98,2024-03-13,11:48:16,1,4,3,11353
99,2024-03-13,12:18:06,1,52,3,11353
100,2024-03-13,12:19:05,1,52,3,11353
101,2024-03-13,12:34:30,2,11,7,9821
102,2024-03-13,14:26:40,1,53,4,13279
103,2024-03-13,15:40:22,1,54,7,9428
104,2024-03-13,15:41:20,1,54,7,9428
105,2024-03-13,16:47:09,1,55,7,9428
106,2024-03-14,10:02:12,2,11,1,15714
107,2024-03-14,10:28:33,1,56,1,15204
108,2024-03-14,10:29:34,1,56,2,15204
109,2024-03-14,13:27:29,1,13,6,11353
110,2024-03-14,13:28:24,1,13,3,11353
111,2024-03-14,13:51:59,1,57,4,13279
112,2024-03-14,13:52:56,1,58,7,9428
113,2024-03-14,15:20:38,1,59,1,15204
114,2024-03-14,16:04:09,1,60,4,13279
115,2024-03-14,16:54:38,1,51,7,9428
116,2024-03-14,18:58:55,1,20,2,15204
117,2024-03-14,19:00:08,1,13,6,11353
118,2024-03-15,10:02:16,2,11,1,15714
119,2024-03-15,10:53:02,1,61,2,15204
120,2024-03-15,18:19:27,1,13,3,11353
121,2024-03-16,12:06:55,1,62,4,13279
122,2024-03-16,12:07:53,1,62,3,11353
123,2024-03-16,15:58:18,1,9,6,11353
124,2024-03-16,16:03:21,1,9,6,11353
125,2024-03-16,16:04:11,1,13,6,11353
126,2024-03-16,17:58:07,1,63,4,13279
127,2024-03-17,10:10:21,2,11,1,15714
128,2024-03-17,12:55:26,1,64,6,11353
129,2024-03-18,11:17:59,1,65,6,11353
130,2024-03-18,15:31:39,1,3,3,11353
131,2024-03-18,15:32:38,1,3,3,11353
132,2024-03-18,15:33:36,1,3,3,11353
133,2024-03-19,10:20:25,2,11,6,11786
134,2024-03-19,14:02:21,1,66,1,15204
135,2024-03-19,14:03:19,1,66,1,15204
136,2024-03-19,15:04:36,1,50,2,15204
137,2024-03-19,16:53:48,1,67,4,13279
138,2024-03-19,19:26:32,2,11,2,15714
139,2024-03-20,11:41:16,1,13,6,11353
140,2024-03-20,12:21:07,2,11,1,15714
141,2024-03-20,12:30:48,1,50,6,11353
142,2024-03-20,13:16:47,1,68,8,15204
143,2024-03-20,16:42:38,1,51,5,15204
144,2024-03-20,17:50:28,1,69,1,15204
145,2024-03-21,10:18:56,2,11,8,15714
146,2024-03-21,12:25:09,1,13,6,11353
147,2024-03-21,12:26:17,1,13,8,15204
148,2024-03-21,17:21:01,2,11,3,11786
149,2024-03-21,17:22:01,1,13,6,11353
150,2024-03-21,19:20:36,1,70,1,15204
151,2024-03-22,10:35:53,1,71,4,13279
152,2024-03-22,13:29:20,1,72,4,13279
153,2024-03-22,16:15:14,2,11,8,15714
154,2024-03-22,17:17:03,1,13,3,11353
155,2024-03-22,17:17:58,1,13,7,9428
156,2024-03-22,17:20:49,1,51,3,11353
157,2024-03-23,10:43:59,1,73,1,15204
158,2024-03-23,10:45:07,1,74,4,13279
159,2024-03-23,13:10:07,1,75,8,15204
160,2024-03-23,13:11:12,1,75,5,15204
161,2024-03-23,14:44:41,1,76,4,13279
162,2024-03-23,15:47:19,1,77,1,15204
163,2024-03-23,15:49:33,1,77,4,13279
164,2024-03-23,16:00:58,1,9,6,11353
165,2024-03-24,10:03:56,2,11,1,15714
166,2024-03-24,18:45:08,1,78,1,15204
167,2024-03-25,10:31:47,1,9,1,15204
168,2024-03-25,11:16:25,2,11,4,13750
169,2024-03-25,14:27:09,1,79,1,15204
170,2024-03-25,14:29:25,1,18,1,15204
171,2024-03-25,18:37:30,1,25,4,13279
172,2024-03-25,19:34:24,1,80,8,15204
173,2024-03-26,10:35:49,1,56,5,15204
174,2024-03-26,10:36:36,1,56,1,15204
175,2024-03-26,10:42:30,1,81,1,15204
176,2024-03-26,11:11:47,1,9,6,11353
177,2024-03-26,13:35:52,1,3,3,11353
178,2024-03-26,13:36:49,1,33,6,11353
179,2024-03-26,13:37:59,1,60,6,11353
180,2024-03-26,13:57:53,1,51,3,11353
181,2024-03-26,15:48:02,1,82,1,15204
182,2024-03-26,18:33:38,1,25,1,15204
183,2024-03-26,18:34:54,1,9,2,15204
184,2024-03-27,11:04:51,1,3,6,11353
185,2024-03-27,11:05:58,1,3,4,13279
186,2024-03-27,12:57:00,1,83,4,13279
187,2024-03-27,13:35:20,1,84,2,15204
188,2024-03-27,14:22:31,1,13,8,15204
189,2024-03-27,14:23:35,1,13,3,11353
190,2024-03-27,18:30:11,1,85,6,11353
191,2024-03-27,19:31:12,2,11,1,15714
192,2024-03-28,14:24:47,1,86,6,11353
193,2024-03-28,17:24:46,1,13,6,11353
194,2024-03-28,17:27:05,1,13,3,11353
195,2024-03-28,17:32:44,1,87,1,15204
196,2024-03-29,10:56:19,1,88,1,15204
197,2024-03-29,12:34:17,1,89,8,15204
198,2024-03-29,12:41:32,1,89,8,15204
199,2024-03-29,13:22:44,2,11,8,15714
200,2024-03-30,11:59:19,1,70,1,15204
201,2024-03-30,13:49:25,2,11,8,15714
202,2024-03-30,16:12:31,1,18,1,15204
203,2024-03-30,16:36:40,1,9,1,15204
204,2024-03-30,16:37:57,1,9,4,13279
205,2024-03-31,10:40:04,1,90,8,15204
206,2024-03-31,19:36:45,2,11,3,11786
207,2024-04-01,10:28:47,1,4,3,11353
208,2024-04-01,10:29:42,1,4,4,13279
209,2024-04-01,10:30:43,1,4,4,13279
210,2024-04-01,11:15:43,1,9,4,13279
211,2024-04-01,17:01:42,2,11,8,15714
212,2024-04-01,18:18:42,1,25,4,13279
213,2024-04-01,18:45:27,1,91,2,15204
214,2024-04-02,10:01:14,1,1,1,15204
215,2024-04-02,16:18:34,1,3,3,11353
216,2024-04-02,16:19:28,1,3,6,11353
217,2024-04-02,19:59:31,2,11,8,15714
218,2024-04-03,10:19:13,1,3,6,11353
219,2024-04-03,10:20:07,1,3,3,11353
220,2024-04-03,13:12:05,1,13,8,15204
221,2024-04-03,15:36:11,2,11,6,11786
222,2024-04-04,10:44:55,1,92,1,15204
223,2024-04-04,11:26:38,1,93,1,15204
224,2024-04-04,11:27:48,1,94,8,15204
225,2024-04-04,12:23:02,1,95,6,11353
226,2024-04-04,19:42:07,2,11,1,15714
227,2024-04-05,10:40:42,1,96,3,11353
228,2024-04-05,10:42:06,1,13,3,11353
229,2024-04-05,11:06:14,1,97,6,11353
230,2024-04-05,12:14:27,1,98,4,13279
231,2024-04-05,14:23:40,1,99,1,15204
232,2024-04-05,14:24:50,1,99,6,11353
233,2024-04-05,15:30:50,2,11,1,15714
234,2024-04-05,15:54:15,2,11,8,15714
235,2024-04-05,15:55:30,2,11,3,11786
236,2024-04-05,16:17:43,2,11,5,15714
237,2024-04-05,16:18:23,1,3,7,9428
238,2024-04-06,12:32:31,1,100,4,13279
239,2024-04-06,14:13:18,1,41,8,15204
240,2024-04-06,14:14:27,1,41,3,11353
241,2024-04-06,14:49:50,1,9,1,15204
242,2024-04-07,10:12:53,1,92,1,15204
243,2024-04-07,12:44:31,1,41,8,15204
244,2024-04-07,12:46:05,1,41,8,15204
245,2024-04-07,14:16:24,1,101,6,11353
246,2024-04-07,14:17:30,1,101,7,9428
247,2024-04-07,18:01:16,1,102,2,15204
248,2024-04-07,18:02:03,1,102,4,13279
249,2024-04-08,10:58:21,1,103,4,13279
250,2024-04-08,10:59:27,1,104,8,15204
251,2024-04-08,11:01:20,1,13,3,11353
252,2024-04-08,11:04:47,1,105,8,15204
253,2024-04-08,12:54:25,2,11,7,9821
254,2024-04-08,15:43:36,2,11,4,13750
255,2024-04-08,16:41:37,1,18,1,15204
256,2024-04-08,18:18:09,1,106,3,11353
257,2024-04-08,19:22:27,1,25,4,13279
258,2024-04-08,19:23:59,1,107,8,15204
259,2024-04-09,10:22:27,2,11,8,15714
260,2024-04-09,10:24:10,2,11,3,11786
261,2024-04-09,11:42:28,1,92,1,15204
262,2024-04-09,15:11:48,1,108,2,15204
263,2024-04-09,17:25:23,1,50,2,15204
264,2024-04-10,10:21:26,2,11,7,9821
265,2024-04-10,17:55:07,2,11,2,15714
266,2024-04-10,17:55:31,1,109,7,9428
267,2024-04-10,18:24:59,1,9,8,15204
268,2024-04-10,20:04:05,1,110,1,15204
269,2024-04-11,10:41:23,1,111,3,11353
270,2024-04-11,10:42:59,1,111,3,11353
271,2024-04-11,16:35:23,1,18,1,15204
272,2024-04-11,19:16:56,1,107,8,15204
273,2024-04-11,19:18:36,1,25,4,13279
274,2024-04-12,19:03:43,1,20,2,15204
275,2024-04-12,19:38:23,1,9,6,11353
276,2024-04-13,12:29:19,1,9,1,15204
277,2024-04-13,12:43:02,1,13,3,11353
278,2024-04-13,15:06:52,2,11,2,15714
279,2024-04-13,15:07:55,2,11,2,15714
280,2024-04-13,16:18:03,1,112,8,15204
281,2024-04-13,16:19:39,1,112,1,15204
282,2024-04-13,17:51:26,1,113,8,15204
283,2024-04-13,17:53:19,1,13,8,15204
284,2024-04-14,10:55:27,2,11,1,15714
285,2024-04-14,12:24:39,1,114,8,15204
286,2024-04-14,12:27:08,2,11,6,11786
287,2024-04-14,12:29:06,2,11,6,11786
288,2024-04-14,12:31:36,2,11,4,13750
289,2024-04-14,13:21:49,1,115,6,11353
290,2024-04-14,14:23:31,1,13,3,11353
291,2024-04-14,14:24:26,1,13,3,11353
292,2024-04-14,14:25:18,1,13,3,11353
293,2024-04-14,15:46:27,1,18,8,15204
294,2024-04-14,16:59:54,1,13,6,11353
295,2024-04-14,17:00:45,1,20,1,15204
296,2024-04-14,18:38:19,1,116,8,15204
297,2024-04-15,11:45:24,1,65,3,11353
298,2024-04-15,17:01:46,1,3,3,11353
299,2024-04-15,17:02:49,1,4,4,13279
300,2024-04-15,19:33:03,1,9,4,13279
301,2024-04-15,19:41:58,2,11,7,9821
302,2024-04-16,10:43:49,2,11,4,13750
303,2024-04-16,10:46:25,1,117,4,13279
304,2024-04-16,12:40:47,1,118,5,15204
305,2024-04-16,12:52:07,1,65,6,11353
306,2024-04-16,15:03:16,1,119,3,11353
307,2024-04-16,17:42:04,1,25,4,13279
308,2024-04-16,17:43:22,1,9,8,15204
309,2024-04-16,18:09:05,1,51,5,15204
310,2024-04-17,13:32:59,1,13,3,11353
311,2024-04-17,13:44:00,1,120,7,9428
312,2024-04-17,16:13:24,2,11,8,15714
313,2024-04-17,17:01:35,1,121,8,15204
314,2024-04-17,17:02:40,1,121,8,15204
315,2024-04-17,18:14:03,1,122,6,11353
316,2024-04-18,11:19:01,1,3,3,11353
317,2024-04-18,11:20:05,1,3,3,11353
318,2024-04-18,13:49:12,1,123,4,13279
319,2024-04-18,13:50:17,1,123,6,11353
320,2024-04-18,14:34:19,1,124,8,15204
321,2024-04-18,14:35:49,1,124,1,15204
322,2024-04-18,17:44:15,1,70,1,15204
323,2024-04-18,18:21:05,1,86,8,15204
324,2024-04-18,19:39:51,1,25,2,15204
325,2024-04-18,19:40:48,1,9,2,15204
326,2024-04-19,10:10:36,1,1,1,15204
327,2024-04-19,13:11:47,1,41,4,13279
328,2024-04-19,13:13:20,1,41,8,15204
329,2024-04-19,13:58:54,1,125,2,15204
330,2024-04-19,13:59:49,1,125,8,15204
331,2024-04-19,18:23:19,1,25,5,15204
332,2024-04-19,18:25:33,1,9,4,13279
333,2024-04-20,11:24:42,2,11,4,13750
334,2024-04-20,12:08:35,1,126,4,13279
335,2024-04-20,12:09:42,1,126,4,13279
336,2024-04-20,13:08:37,1,119,3,11353
337,2024-04-20,13:09:47,1,119,4,13279
338,2024-04-20,13:10:55,1,119,2,15204
339,2024-04-20,14:44:18,1,41,8,15204
340,2024-04-20,15:11:00,1,9,4,13279
341,2024-04-20,15:22:40,1,13,4,12893
342,2024-04-20,15:49:25,1,127,4,12893
343,2024-04-20,17:07:57,2,11,5,15321
344,2024-04-20,18:27:41,1,128,8,14819
345,2024-04-20,18:28:46,1,128,8,14819
346,2024-04-20,19:30:55,1,129,1,14819
347,2024-04-21,11:16:45,1,1,1,14819
348,2024-04-21,14:15:37,1,100,3,10968
349,2024-04-21,17:09:03,2,11,8,15321
350,2024-04-22,11:09:16,1,13,3,10968
351,2024-04-22,11:29:27,1,130,4,12893
352,2024-04-22,18:40:33,2,11,1,15321
353,2024-04-22,19:39:04,1,9,1,14819
354,2024-04-22,20:02:29,2,11,8,15321
355,2024-04-23,14:22:35,1,26,8,14819
356,2024-04-23,14:23:53,1,25,4,12893
357,2024-04-23,14:24:57,1,9,8,14819
358,2024-04-23,19:42:27,1,131,4,12893
359,2024-04-23,19:43:26,1,131,4,12893
360,2024-04-24,10:19:38,1,1,1,14819
361,2024-04-24,10:21:27,1,132,4,12893
362,2024-04-24,11:23:46,1,133,4,12893
363,2024-04-24,11:33:26,1,134,4,12893
364,2024-04-24,12:39:09,1,60,4,12893
365,2024-04-24,16:39:07,1,9,4,12893
366,2024-04-24,19:39:49,1,135,4,12893
367,2024-04-24,19:40:54,1,135,8,14819
368,2024-04-25,10:46:08,1,136,3,10968
369,2024-04-25,15:18:26,1,9,1,14819
370,2024-04-25,17:09:43,1,13,3,10968
371,2024-04-25,17:10:49,1,13,3,10968
372,2024-04-26,10:12:50,1,1,1,14819
373,2024-04-26,12:01:30,1,137,1,14819
374,2024-04-26,13:31:28,1,138,8,14819
375,2024-04-26,15:32:35,1,13,3,10968
376,2024-04-26,15:33:33,1,13,3,10968
377,2024-04-26,16:23:26,1,139,6,10968
378,2024-04-26,16:24:33,1,140,3,10968
379,2024-04-26,19:32:07,1,9,2,14819
380,2024-04-26,19:33:30,1,9,5,14819
381,2024-04-27,15:27:00,1,9,8,14819
382,2024-04-28,10:32:52,1,1,1,14819
383,2024-04-28,12:30:09,1,141,8,14819
384,2024-04-28,18:27:08,1,13,3,10968
385,2024-04-28,18:28:11,1,13,3,10968
386,2024-04-28,18:29:02,1,20,1,14819
387,2024-04-29,11:26:31,1,142,6,10968
388,2024-04-29,13:27:56,1,3,3,10968
389,2024-04-29,13:28:53,1,3,6,10968
390,2024-04-29,13:53:35,1,142,6,10968
391,2024-04-29,13:54:24,1,142,4,12893
392,2024-04-29,18:37:48,1,141,8,14819
393,2024-04-29,19:12:33,1,135,8,14819
394,2024-04-29,19:13:37,1,135,8,14819
395,2024-04-30,10:16:41,1,143,1,14819
396,2024-04-30,10:34:52,1,143,4,12893
397,2024-04-30,10:35:47,1,143,4,12893
398,2024-04-30,13:41:52,1,143,3,10968
399,2024-04-30,13:42:59,1,143,4,12893
400,2024-04-30,19:19:18,1,143,8,14819
401,2024-04-30,19:30:04,1,143,4,12893
402,2024-04-30,19:31:20,1,143,1,14819
403,2024-05-02,10:33:55,1,144,3,10968
404,2024-05-02,11:29:57,2,11,1,15321
405,2024-05-02,13:49:39,1,134,4,12893
406,2024-05-02,18:36:22,1,145,8,14819
407,2024-05-02,18:41:11,1,25,4,12893
408,2024-05-02,19:18:33,1,146,1,14819
409,2024-05-02,19:19:56,1,146,8,14819
410,2024-05-03,10:11:53,2,11,1,15321
411,2024-05-03,14:30:00,1,147,1,14819
412,2024-05-03,17:03:24,1,148,1,14819
413,2024-05-06,10:05:17,1,149,3,10968
414,2024-05-06,10:06:51,1,150,8,14819
415,2024-05-06,10:08:05,1,150,4,12893
416,2024-05-06,10:09:07,1,151,3,10968
417,2024-05-06,10:39:12,1,142,6,10968
418,2024-05-06,11:34:20,2,11,3,11393
419,2024-05-06,13:18:10,1,149,6,10968
420,2024-05-06,13:19:00,1,149,3,10968
421,2024-05-06,19:18:12,1,152,8,14819
422,2024-05-06,19:19:49,1,152,8,14819
423,2024-05-07,10:44:55,1,149,5,14819
424,2024-05-07,11:21:58,1,142,6,10968
425,2024-05-07,13:23:34,1,78,6,10968
426,2024-05-07,16:42:07,1,149,5,14819
427,2024-05-07,16:55:38,1,153,3,10968
428,2024-05-07,17:37:46,1,154,8,14819
429,2024-05-07,17:38:48,1,154,1,14819
430,2024-05-07,18:35:37,2,11,4,13357
431,2024-05-07,19:12:12,1,155,8,14819
432,2024-05-07,19:13:12,1,155,8,14819
433,2024-05-08,10:07:28,1,1,1,14819
434,2024-05-09,12:54:21,1,156,8,14819
435,2024-05-09,13:03:58,1,157,3,10968
436,2024-05-09,13:04:57,1,157,1,14819
437,2024-05-09,13:06:11,1,157,1,14819
438,2024-05-09,13:07:16,1,157,1,14819
439,2024-05-09,16:55:14,1,119,3,10968
440,2024-05-09,16:56:14,1,119,3,10968
441,2024-05-09,18:01:29,1,158,3,10968
442,2024-05-09,18:13:56,1,144,4,12893
443,2024-05-10,10:09:21,2,11,1,15321
444,2024-05-10,15:46:21,1,159,1,14819
445,2024-05-10,15:47:32,1,159,1,14819
446,2024-05-10,16:20:15,2,11,4,13357
447,2024-05-11,11:39:52,1,70,1,14819
448,2024-05-11,17:02:43,2,11,1,15321
449,2024-05-11,17:20:30,1,9,4,12893
450,2024-05-11,17:21:56,1,27,5,14819
451,2024-05-11,17:23:57,1,41,8,14819
452,2024-05-11,17:28:54,1,13,4,12893
453,2024-05-11,18:35:40,1,116,8,14819
454,2024-05-11,19:38:16,1,160,1,14819
455,2024-05-12,10:20:42,1,1,1,14819
456,2024-05-12,13:24:03,1,161,1,14819
457,2024-05-12,13:27:39,1,162,3,10968
458,2024-05-12,15:16:19,1,78,1,14819
459,2024-05-12,15:38:02,1,163,4,12893
460,2024-05-12,15:52:14,1,164,4,12893
461,2024-05-12,16:04:21,1,13,4,12893
462,2024-05-12,19:41:30,1,9,4,12893
463,2024-05-13,11:03:53,1,165,4,12893
464,2024-05-13,15:31:10,2,11,3,11393
465,2024-05-13,15:31:50,2,11,3,11393
466,2024-05-14,08:38:14,1,13,3,10968
467,2024-05-14,08:39:25,1,13,3,10968
468,2024-05-14,08:40:17,1,13,3,10968
469,2024-05-14,10:19:23,1,13,8,14819
470,2024-05-14,11:32:29,1,166,1,14819
471,2024-05-14,11:34:12,1,166,8,14819
472,2024-05-14,14:04:54,1,26,8,14819
473,2024-05-14,14:06:00,1,9,4,12893
474,2024-05-14,15:01:54,1,41,3,10968
475,2024-05-14,16:57:57,1,167,4,12893
476,2024-05-14,16:59:10,1,167,8,14819
477,2024-05-14,22:51:25,1,168,2,14819
478,2024-05-15,08:40:05,1,169,1,14819
479,2024-05-15,11:14:19,1,13,7,9043
480,2024-05-15,11:19:10,1,13,3,10968
481,2024-05-15,13:34:35,1,3,3,10968
482,2024-05-15,13:35:29,1,3,3,10968
483,2024-05-15,13:36:27,1,3,3,10968
484,2024-05-15,13:55:28,1,165,4,12893
485,2024-05-15,14:38:10,2,11,3,11393
486,2024-05-15,14:38:52,1,170,6,10968
487,2024-05-15,14:39:44,1,13,6,10968
488,2024-05-15,17:28:58,1,171,7,9043
489,2024-05-15,20:20:34,1,172,8,14819
490,2024-05-16,10:38:42,1,98,4,12893
491,2024-05-16,10:39:49,1,173,4,12893
492,2024-05-16,11:42:50,2,11,1,15321
493,2024-05-16,11:44:20,2,11,8,15321
494,2024-05-16,12:14:00,1,174,4,12893
495,2024-05-16,15:15:16,1,175,2,14819
496,2024-05-16,17:44:31,1,70,1,14819
497,2024-05-16,18:12:56,1,176,2,14819
498,2024-05-16,18:13:58,1,176,1,14819
499,2024-05-17,09:00:48,1,34,3,10968
500,2024-05-17,11:30:27,1,165,4,12893
501,2024-05-17,14:58:03,2,11,4,13357
502,2024-05-17,19:55:18,1,13,4,12893
503,2024-05-17,19:56:46,1,9,8,14819
504,2024-05-17,20:37:52,1,177,8,14819
505,2024-05-17,22:34:50,1,178,3,10968
506,2024-05-17,22:36:33,1,179,1,14819
507,2024-05-17,22:37:42,1,180,1,14819
508,2024-05-18,08:01:37,1,181,8,14819
509,2024-05-18,08:02:39,1,181,8,14819
510,2024-05-18,11:15:56,1,182,4,12893
511,2024-05-18,16:48:29,1,173,4,12893
512,2024-05-18,16:49:27,1,98,4,12893
513,2024-05-18,19:58:44,1,41,4,12893
514,2024-05-18,20:22:53,1,9,1,14819
515,2024-05-18,22:05:27,2,11,8,15321
516,2024-05-19,07:58:38,1,183,3,10968
517,2024-05-19,07:59:33,1,183,3,10968
518,2024-05-19,08:00:35,1,184,8,14819
519,2024-05-19,09:28:49,2,11,7,9428
520,2024-05-19,12:14:26,1,185,4,12893
521,2024-05-19,14:43:40,1,13,3,10968
522,2024-05-19,15:58:58,1,186,4,12893
523,2024-05-19,18:12:36,1,187,4,12893
524,2024-05-19,18:13:47,1,187,7,9043
525,2024-05-19,18:16:30,1,187,2,14819
526,2024-05-19,19:51:06,1,188,8,14819
527,2024-05-19,21:15:41,1,189,8,14819
528,2024-05-19,21:18:36,1,190,8,14819
529,2024-05-20,10:05:59,1,191,4,12893
530,2024-05-20,10:17:51,1,192,1,14819
531,2024-05-20,10:58:48,1,1,1,14819
532,2024-05-20,11:15:16,1,144,3,10968
533,2024-05-20,11:16:19,1,144,3,10968
534,2024-05-20,13:27:13,1,3,3,10968
535,2024-05-20,13:28:10,1,3,3,10968
536,2024-05-20,14:13:19,1,193,4,12893
537,2024-05-20,14:14:31,1,193,8,14819
538,2024-05-20,14:32:21,2,11,3,11393
539,2024-05-20,17:12:51,1,121,1,14819
540,2024-05-20,17:13:56,1,194,1,14819
541,2024-05-20,20:36:48,1,195,4,12893
542,2024-05-20,20:37:57,1,195,5,14819
543,2024-05-20,20:46:52,1,196,6,10968
544,2024-05-20,21:36:53,1,13,4,12893
545,2024-05-20,21:37:57,1,13,4,12893
546,2024-05-21,08:27:38,1,197,1,14819
547,2024-05-21,09:43:50,2,11,3,11393
548,2024-05-21,09:44:40,2,11,4,13357
549,2024-05-21,09:46:09,2,11,5,15321
550,2024-05-21,10:05:08,2,11,1,15321
551,2024-05-21,16:10:19,1,198,1,14819
552,2024-05-21,18:13:23,1,13,7,9043
553,2024-05-21,19:11:09,1,199,8,14819
554,2024-05-21,20:13:48,1,200,8,14819
555,2024-05-22,09:34:41,1,201,8,14819
556,2024-05-22,10:49:47,1,192,4,12893
557,2024-05-22,11:18:14,1,142,6,10968
558,2024-05-22,11:34:54,1,98,4,12893
559,2024-05-22,12:29:50,1,13,3,10968
560,2024-05-22,12:30:43,1,13,3,10968
561,2024-05-22,14:00:20,1,9,4,12893
562,2024-05-22,19:24:58,1,135,8,14819
563,2024-05-22,19:25:58,1,135,8,14819
564,2024-05-22,21:23:53,1,181,2,14819
565,2024-05-22,21:24:49,1,181,8,14819
566,2024-05-23,10:10:19,1,202,8,14819
567,2024-05-23,12:22:06,1,203,7,9043
568,2024-05-23,15:55:16,1,181,8,14819
569,2024-05-23,15:56:27,1,204,8,14819
570,2024-05-23,16:18:14,1,181,8,14819
571,2024-05-23,16:41:00,1,78,1,14819
572,2024-05-23,17:14:33,1,154,8,14819
573,2024-05-23,17:15:44,1,154,1,14819
574,2024-05-23,19:03:53,1,205,6,10968
575,2024-05-23,19:17:28,1,135,8,14819
576,2024-05-23,19:18:26,1,206,8,14819
577,2024-05-23,19:42:31,1,207,8,14819
578,2024-05-23,20:15:01,1,208,8,14819
579,2024-05-23,20:16:24,1,208,1,14819
580,2024-05-23,22:48:10,1,209,4,12893
